"marketid"	"upstreamid"	"downstreamid"	"payoff"	"originalmatch"	"storedmatch"	"urmax"	"drmax"	"urmin"	"drmin"	"removeU"	"removeD"
11	1	11	0.34752955965576915	0	0	""	""	""	""	0	0
11	1	12	4.0925373585455045	0	0	""	""	""	""	0	0
11	1	13	4.1644358088023825	0	0	""	""	""	""	0	0
11	1	14	5.286050618096311	1	1	""	""	""	""	0	0
11	1	15	1.37425609980171	0	0	""	""	""	""	0	0
11	1	16	1.1443211528095922	0	0	""	""	""	""	0	0
11	1	17	1.0327928012185548	0	0	""	1.051797437908192	0	""	0	1
11	1	18	2.9088231334518424	0	0	""	""	""	""	0	0
11	1	19	3.1132716466093004	0	0	""	""	""	""	0	0
11	1	20	2.1497999297488564	0	0	""	""	""	""	0	0
11	1	21	1.6177499615641382	0	0	""	""	""	""	0	0
11	1	22	2.1886231713949504	0	0	""	""	""	""	0	0
11	1	23	1.570346601942907	0	0	""	""	""	""	0	0
11	1	24	1.180314627324128	0	0	""	""	""	""	0	0
11	1	25	1.73237896604535	0	0	""	""	""	""	0	0
11	2	1	2.3965832715584394	0	0	11.78966215445385	""	""	0	1	0
11	2	2	2.898929304346492	0	0	11.78966215445385	""	""	0	1	0
11	2	3	1.986327794543707	0	0	11.78966215445385	""	""	0	1	0
11	2	4	1.8933375940613704	0	0	11.78966215445385	""	""	0	1	0
11	2	5	4.372076378462306	0	0	11.78966215445385	3.3580426665520235	1.0140337119102822	0	1	1
11	2	6	4.6039090023804885	0	0	11.78966215445385	""	""	0	1	0
11	2	7	3.093729642835795	0	0	11.78966215445385	3.1015186963730343	0	0	1	1
11	2	8	5.463148589618884	1	1	11.78966215445385	2.3867130774455916	3.0764355121732923	0	1	1
11	2	9	3.3533846333179333	0	0	11.78966215445385	""	""	0	1	0
11	2	10	6.946823538977848	1	1	11.78966215445385	3.8703880268045623	3.076435512173286	0	1	1
11	2	11	1.9230901564237914	0	0	11.78966215445385	""	""	0	1	0
11	2	12	3.6810133943817	0	0	11.78966215445385	""	""	0	1	0
11	2	13	3.0636944409160534	0	0	11.78966215445385	""	""	0	1	0
11	2	14	3.5464108808868033	0	0	11.78966215445385	""	""	0	1	0
11	2	15	3.401951268547707	0	0	11.78966215445385	""	""	0	1	0
11	2	16	2.992380331426198	0	0	11.78966215445385	""	""	0	1	0
11	2	17	4.128232950081486	1	1	11.78966215445385	1.051797437908192	3.076435512173294	0	1	1
11	2	18	1.7081280598170905	0	0	11.78966215445385	""	""	0	1	0
11	2	19	4.897635086105784	0	0	11.78966215445385	""	""	0	1	0
11	2	20	3.7364829179135253	0	0	11.78966215445385	""	""	0	1	0
11	2	21	3.8421953357969136	0	0	11.78966215445385	""	""	0	1	0
11	2	22	3.5177559154767444	0	0	11.78966215445385	""	""	0	1	0
11	2	23	2.8061996954063586	0	0	11.78966215445385	""	""	0	1	0
11	2	24	2.3857936099989	0	0	11.78966215445385	""	""	0	1	0
11	2	25	4.112892861023781	0	0	11.78966215445385	""	""	0	1	0
11	3	1	1.6655703773658557	0	0	""	""	""	""	0	0
11	3	2	2.9049345752702824	0	0	""	""	""	""	0	0
11	3	3	0.5847208520265916	0	0	""	""	""	""	0	0
11	3	4	1.6509888491610138	0	0	""	""	""	""	0	0
11	3	5	3.706711877353169	0	0	""	3.3580426665520235	0.34866921080114555	""	0	1
11	3	6	3.369613103219043	0	0	""	""	""	""	0	0
11	3	7	2.706117739101477	0	0	""	3.1015186963730343	0	""	0	1
11	3	8	2.9651501307130768	0	0	""	2.3867130774455916	0.5784370532674852	""	0	1
11	3	9	0.8543938079345255	0	0	""	""	""	""	0	0
11	3	10	3.6347098657489236	0	0	""	3.8703880268045623	0	""	0	1
11	3	11	2.879736878614413	0	0	""	""	""	""	0	0
11	3	12	1.8194416892762377	0	0	""	""	""	""	0	0
11	3	13	1.3711237053655	0	0	""	""	""	""	0	0
11	3	14	1.392563010397133	0	0	""	""	""	""	0	0
11	3	15	4.137210304813015	0	0	""	""	""	""	0	0
11	3	16	2.9317031131070346	0	0	""	""	""	""	0	0
11	3	17	1.5946040121394351	0	0	""	1.051797437908192	0.5428065742312431	""	0	1
11	3	18	0.46993787560926703	0	0	""	""	""	""	0	0
11	3	19	4.50978564855289	0	0	""	""	""	""	0	0
11	3	20	2.719103424962061	0	0	""	""	""	""	0	0
11	3	21	5.610261164575954	1	1	""	""	""	""	0	0
11	3	22	3.33782642677468	0	0	""	""	""	""	0	0
11	3	23	2.758359012798369	0	0	""	""	""	""	0	0
11	3	24	1.2907868989107465	0	0	""	""	""	""	0	0
11	3	25	2.359406363913194	0	0	""	""	""	""	0	0
11	4	1	2.363780859573181	0	0	""	""	""	""	0	0
11	4	2	3.057337083219642	0	0	""	""	""	""	0	0
11	4	3	0.7224936128389784	0	0	""	""	""	""	0	0
11	4	4	1.7780029165552027	0	0	""	""	""	""	0	0
11	4	5	5.907549254860726	0	0	""	3.3580426665520235	2.5495065883087022	""	0	1
11	4	6	4.235825605251378	0	0	""	""	""	""	0	0
11	4	7	5.0734875595238105	0	0	""	3.1015186963730343	1.9719688631507761	""	0	1
11	4	8	3.823434936003044	0	0	""	2.3867130774455916	1.4367218585574526	""	0	1
11	4	9	1.420807757712005	0	0	""	""	""	""	0	0
11	4	10	5.007518473637374	0	0	""	3.8703880268045623	1.1371304468328116	""	0	1
11	4	11	3.5113295541951355	0	0	""	""	""	""	0	0
11	4	12	2.9067960506777957	0	0	""	""	""	""	0	0
11	4	13	2.116274243305173	0	0	""	""	""	""	0	0
11	4	14	3.0330739275026835	0	0	""	""	""	""	0	0
11	4	15	5.653249993340241	1	1	""	""	""	""	0	0
11	4	16	3.936549053025024	1	1	""	""	""	""	0	0
11	4	17	2.461157152202226	0	0	""	1.051797437908192	1.409359714294034	""	0	1
11	4	18	0.7287049843763412	0	0	""	""	""	""	0	0
11	4	19	4.60061962514062	0	0	""	""	""	""	0	0
11	4	20	3.927524918063754	0	0	""	""	""	""	0	0
11	4	21	5.094912958545123	0	0	""	""	""	""	0	0
11	4	22	4.362650569840866	0	0	""	""	""	""	0	0
11	4	23	2.7907910165033014	0	0	""	""	""	""	0	0
11	4	24	2.533026301132285	0	0	""	""	""	""	0	0
11	4	25	3.9549875393626714	0	0	""	""	""	""	0	0
11	5	1	1.5098179432452472	0	0	""	""	""	""	0	0
11	5	2	0.15055897244238428	0	0	""	""	""	""	0	0
11	5	3	2.424266761615843	0	0	""	""	""	""	0	0
11	5	4	1.8551225266993674	1	1	""	""	""	""	0	0
11	5	5	1.1050168534617937	0	0	""	3.3580426665520235	0	""	0	1
11	5	6	1.3115334833211474	0	0	""	""	""	""	0	0
11	5	7	0.9151338795153889	0	0	""	3.1015186963730343	0	""	0	1
11	5	8	1.7970057343947359	0	0	""	2.3867130774455916	0	""	0	1
11	5	9	2.9483332919019265	0	0	""	""	""	""	0	0
11	5	10	1.9205894172515454	0	0	""	3.8703880268045623	0	""	0	1
11	5	11	0.37453934503961855	0	0	""	""	""	""	0	0
11	5	12	1.9439090031496447	0	0	""	""	""	""	0	0
11	5	13	2.431756294310332	0	0	""	""	""	""	0	0
11	5	14	2.816630848194384	0	0	""	""	""	""	0	0
11	5	15	0.4531883161055982	0	0	""	""	""	""	0	0
11	5	16	1.6917914188145695	0	0	""	""	""	""	0	0
11	5	17	0.9625488482288735	0	0	""	1.051797437908192	0	""	0	1
11	5	18	2.6150422039459187	0	0	""	""	""	""	0	0
11	5	19	2.9400036472743034	0	0	""	""	""	""	0	0
11	5	20	2.3667225201693194	0	0	""	""	""	""	0	0
11	5	21	0.8252851625673084	0	0	""	""	""	""	0	0
11	5	22	1.0971815575612545	0	0	""	""	""	""	0	0
11	5	23	0.8350751302782182	0	0	""	""	""	""	0	0
11	5	24	1.0620200398200557	0	0	""	""	""	""	0	0
11	5	25	1.2238931316949273	0	0	""	""	""	""	0	0
11	6	1	3.70606005654691	0	0	""	""	""	""	0	0
11	6	2	0.9424943612811769	0	0	""	""	""	""	0	0
11	6	3	2.165058210960544	0	0	""	""	""	""	0	0
11	6	4	1.492763176237491	0	0	""	""	""	""	0	0
11	6	5	2.1429607186127604	0	0	""	3.3580426665520235	0	""	0	1
11	6	6	3.1724079528162954	0	0	""	""	""	""	0	0
11	6	7	1.9563944943325953	0	0	""	3.1015186963730343	0	""	0	1
11	6	8	3.3277532756020056	0	0	""	2.3867130774455916	0.941040198156414	""	0	1
11	6	9	5.183296549580721	0	0	""	""	""	""	0	0
11	6	10	3.663746397526002	0	0	""	3.8703880268045623	0	""	0	1
11	6	11	1.030894408546871	0	0	""	""	""	""	0	0
11	6	12	4.841158491215723	0	0	""	""	""	""	0	0
11	6	13	4.948850676630505	1	1	""	""	""	""	0	0
11	6	14	3.98758688926341	0	0	""	""	""	""	0	0
11	6	15	1.341535020525354	0	0	""	""	""	""	0	0
11	6	16	1.463940162477669	0	0	""	""	""	""	0	0
11	6	17	1.6176341063604796	0	0	""	1.051797437908192	0.5658366684522875	""	0	1
11	6	18	3.210481865378578	0	0	""	""	""	""	0	0
11	6	19	4.323892770886999	0	0	""	""	""	""	0	0
11	6	20	3.1217435071852506	0	0	""	""	""	""	0	0
11	6	21	1.8524694660586682	0	0	""	""	""	""	0	0
11	6	22	2.8835145119405072	0	0	""	""	""	""	0	0
11	6	23	2.6346458210132555	0	0	""	""	""	""	0	0
11	6	24	1.3079572428372037	0	0	""	""	""	""	0	0
11	6	25	2.5426339418459833	0	0	""	""	""	""	0	0
11	7	1	2.057949126052919	0	0	""	""	""	""	0	0
11	7	2	0.3682515286100637	0	0	""	""	""	""	0	0
11	7	3	1.1019175462342856	0	0	""	""	""	""	0	0
11	7	4	1.1541895838202745	0	0	""	""	""	""	0	0
11	7	5	1.7496790636089172	0	0	""	3.3580426665520235	0	""	0	1
11	7	6	1.7780597007233745	0	0	""	""	""	""	0	0
11	7	7	1.6107550432715452	0	0	""	3.1015186963730343	0	""	0	1
11	7	8	2.011223797966325	0	0	""	2.3867130774455916	0	""	0	1
11	7	9	4.598012481767523	0	0	""	""	""	""	0	0
11	7	10	2.2524335313733896	0	0	""	3.8703880268045623	0	""	0	1
11	7	11	1.166561307790264	0	0	""	""	""	""	0	0
11	7	12	2.5107404308412162	0	0	""	""	""	""	0	0
11	7	13	3.4056599129563607	0	0	""	""	""	""	0	0
11	7	14	3.1911177768693535	0	0	""	""	""	""	0	0
11	7	15	0.7004635608534534	0	0	""	""	""	""	0	0
11	7	16	1.2720635463223702	0	0	""	""	""	""	0	0
11	7	17	1.2313029586770918	0	0	""	1.051797437908192	0.1795055207688998	""	0	1
11	7	18	5.211981702122478	1	1	""	""	""	""	0	0
11	7	19	3.1535581682673954	0	0	""	""	""	""	0	0
11	7	20	2.04061113710834	0	0	""	""	""	""	0	0
11	7	21	1.152962761843149	0	0	""	""	""	""	0	0
11	7	22	1.3825963404437782	0	0	""	""	""	""	0	0
11	7	23	1.110434275852949	0	0	""	""	""	""	0	0
11	7	24	1.3090903049098792	0	0	""	""	""	""	0	0
11	7	25	1.7400046934057478	0	0	""	""	""	""	0	0
11	8	1	2.896860222962477	0	0	8.6025581541886	""	""	0	1	0
11	8	2	2.8370464362252044	0	0	8.6025581541886	""	""	0	1	0
11	8	3	0.9003511482170732	0	0	8.6025581541886	""	""	0	1	0
11	8	4	2.256357122712588	0	0	8.6025581541886	""	""	0	1	0
11	8	5	6.772017260350834	1	1	8.6025581541886	3.3580426665520235	3.4139745937988106	0	1	1
11	8	6	4.269976049242263	0	0	8.6025581541886	""	""	0	1	0
11	8	7	6.51549329017184	1	1	8.6025581541886	3.1015186963730343	3.4139745937988053	0	1	1
11	8	8	4.263935455011212	0	0	8.6025581541886	2.3867130774455916	1.8772223775656203	0	1	1
11	8	9	2.0342942694126247	0	0	8.6025581541886	""	""	0	1	0
11	8	10	5.866659529825638	0	0	8.6025581541886	3.8703880268045623	1.9962715030210756	0	1	1
11	8	11	2.7299052905516974	0	0	8.6025581541886	""	""	0	1	0
11	8	12	3.6516398856636565	0	0	8.6025581541886	""	""	0	1	0
11	8	13	2.6901980370510667	0	0	8.6025581541886	""	""	0	1	0
11	8	14	3.618987258696119	0	0	8.6025581541886	""	""	0	1	0
11	8	15	5.5513994902119705	0	0	8.6025581541886	""	""	0	1	0
11	8	16	4.1667072407676535	0	0	8.6025581541886	""	""	0	1	0
11	8	17	2.835435647308657	0	0	8.6025581541886	1.051797437908192	1.7836382094004648	0	1	1
11	8	18	1.3732522653574009	0	0	8.6025581541886	""	""	0	1	0
11	8	19	4.909249080065942	0	0	8.6025581541886	""	""	0	1	0
11	8	20	4.50065894416319	0	0	8.6025581541886	""	""	0	1	0
11	8	21	5.389136163853659	0	0	8.6025581541886	""	""	0	1	0
11	8	22	4.769459961216315	0	0	8.6025581541886	""	""	0	1	0
11	8	23	2.9756803585937766	0	0	8.6025581541886	""	""	0	1	0
11	8	24	2.694925461976816	0	0	8.6025581541886	""	""	0	1	0
11	8	25	4.033333716209238	0	0	8.6025581541886	""	""	0	1	0
11	9	1	2.8758328803685136	0	0	""	""	""	""	0	0
11	9	2	3.8479629730646105	0	0	""	""	""	""	0	0
11	9	3	0.9417219395465672	0	0	""	""	""	""	0	0
11	9	4	2.3021406166708154	0	0	""	""	""	""	0	0
11	9	5	3.347438894308026	0	0	""	3.3580426665520235	0	""	0	1
11	9	6	4.342492941026864	1	1	""	""	""	""	0	0
11	9	7	2.3047355238656504	0	0	""	3.1015186963730343	0	""	0	1
11	9	8	4.2103464770826715	0	0	""	2.3867130774455916	1.82363339963708	""	0	1
11	9	9	2.7282565807217276	0	0	""	""	""	""	0	0
11	9	10	5.175652667424066	0	0	""	3.8703880268045623	1.3052646406195034	""	0	1
11	9	11	1.0661949537690565	0	0	""	""	""	""	0	0
11	9	12	3.1263176714386107	0	0	""	""	""	""	0	0
11	9	13	2.8541494658800564	0	0	""	""	""	""	0	0
11	9	14	3.5739382695877957	0	0	""	""	""	""	0	0
11	9	15	2.788121487581519	0	0	""	""	""	""	0	0
11	9	16	2.303870618366334	0	0	""	""	""	""	0	0
11	9	17	2.3234658872376843	0	0	""	1.051797437908192	1.2716684493294923	""	0	1
11	9	18	1.3784949771164443	0	0	""	""	""	""	0	0
11	9	19	4.721419059153879	0	0	""	""	""	""	0	0
11	9	20	3.018520638858612	0	0	""	""	""	""	0	0
11	9	21	2.9736359976104807	0	0	""	""	""	""	0	0
11	9	22	3.131902357781713	0	0	""	""	""	""	0	0
11	9	23	2.864585095895823	0	0	""	""	""	""	0	0
11	9	24	1.1695918246795018	0	0	""	""	""	""	0	0
11	9	25	3.3629386319864216	0	0	""	""	""	""	0	0
11	10	1	3.500009241247543	0	0	""	""	""	""	0	0
11	10	2	0.6967580110867451	0	0	""	""	""	""	0	0
11	10	3	2.2350339005185638	0	0	""	""	""	""	0	0
11	10	4	1.0783954586643063	0	0	""	""	""	""	0	0
11	10	5	1.4133497049924706	0	0	""	3.3580426665520235	0	""	0	1
11	10	6	2.587442764595685	0	0	""	""	""	""	0	0
11	10	7	1.2385626162603596	0	0	""	3.1015186963730343	0	""	0	1
11	10	8	2.787899217040178	0	0	""	2.3867130774455916	0.4011861395945866	""	0	1
11	10	9	2.9455489647216524	0	0	""	""	""	""	0	0
11	10	10	2.913407174030977	0	0	""	3.8703880268045623	0	""	0	1
11	10	11	0.5514052300630953	0	0	""	""	""	""	0	0
11	10	12	4.098827433238535	1	1	""	""	""	""	0	0
11	10	13	3.7477877426974606	0	0	""	""	""	""	0	0
11	10	14	3.1034738693331554	0	0	""	""	""	""	0	0
11	10	15	0.8375209765447094	0	0	""	""	""	""	0	0
11	10	16	1.0937227580767697	0	0	""	""	""	""	0	0
11	10	17	1.129445286363317	0	0	""	1.051797437908192	0.07764784845512507	""	0	1
11	10	18	2.4337915316041614	0	0	""	""	""	""	0	0
11	10	19	4.049918242955533	0	0	""	""	""	""	0	0
11	10	20	2.5769530376593552	0	0	""	""	""	""	0	0
11	10	21	1.3461235616226095	0	0	""	""	""	""	0	0
11	10	22	2.2168262191389063	0	0	""	""	""	""	0	0
11	10	23	2.3696878847620813	0	0	""	""	""	""	0	0
11	10	24	0.7543836534210115	0	0	""	""	""	""	0	0
11	10	25	1.5172092705138125	0	0	""	""	""	""	0	0
11	11	1	2.3441623308337594	0	0	""	""	""	""	0	0
11	11	2	2.941680673025643	0	0	""	""	""	""	0	0
11	11	3	0.844607440670829	0	0	""	""	""	""	0	0
11	11	4	1.6847990259117083	0	0	""	""	""	""	0	0
11	11	5	5.4985214465043075	0	0	""	3.3580426665520235	2.140478779952284	""	0	1
11	11	6	4.250930263441344	0	0	""	""	""	""	0	0
11	11	7	4.071747274414864	0	0	""	3.1015186963730343	0.97022857804183	""	0	1
11	11	8	3.8557848993014048	0	0	""	2.3867130774455916	1.4690718218558132	""	0	1
11	11	9	1.570449342302049	0	0	""	""	""	""	0	0
11	11	10	4.883295435192124	0	0	""	3.8703880268045623	1.0129074083875613	""	0	1
11	11	11	3.298040319846307	0	0	""	""	""	""	0	0
11	11	12	3.313470747007412	0	0	""	""	""	""	0	0
11	11	13	2.277609237934874	0	0	""	""	""	""	0	0
11	11	14	3.158131083283649	0	0	""	""	""	""	0	0
11	11	15	5.26346232159488	0	0	""	""	""	""	0	0
11	11	16	3.6751363973714977	0	0	""	""	""	""	0	0
11	11	17	2.3347630016227523	0	0	""	1.051797437908192	1.2829655637145603	""	0	1
11	11	18	0.946993811530451	0	0	""	""	""	""	0	0
11	11	19	4.639585270471438	0	0	""	""	""	""	0	0
11	11	20	4.028137204001233	1	1	""	""	""	""	0	0
11	11	21	4.789521701582348	0	0	""	""	""	""	0	0
11	11	22	4.188433228687789	0	0	""	""	""	""	0	0
11	11	23	2.8166232434765153	0	0	""	""	""	""	0	0
11	11	24	2.370155910117317	0	0	""	""	""	""	0	0
11	11	25	3.977910202487341	0	0	""	""	""	""	0	0
11	12	1	1.7057608614837778	0	0	""	""	""	""	0	0
11	12	2	2.382255271305884	0	0	""	""	""	""	0	0
11	12	3	0.602943350030277	0	0	""	""	""	""	0	0
11	12	4	1.248061893560914	0	0	""	""	""	""	0	0
11	12	5	3.04650456483753	0	0	""	3.3580426665520235	0	""	0	1
11	12	6	3.0199072518213628	0	0	""	""	""	""	0	0
11	12	7	2.057140174222819	0	0	""	3.1015186963730343	0	""	0	1
11	12	8	3.0960486497840782	0	0	""	2.3867130774455916	0.7093355723384867	""	0	1
11	12	9	1.771350507721805	0	0	""	""	""	""	0	0
11	12	10	3.663516854110815	0	0	""	3.8703880268045623	0	""	0	1
11	12	11	1.254864270167879	0	0	""	""	""	""	0	0
11	12	12	2.183189287155605	0	0	""	""	""	""	0	0
11	12	13	2.4707098710050373	0	0	""	""	""	""	0	0
11	12	14	2.3897318359441475	0	0	""	""	""	""	0	0
11	12	15	2.6002847410069174	0	0	""	""	""	""	0	0
11	12	16	3.4725860208844277	0	0	""	""	""	""	0	0
11	12	17	1.5564081082374304	0	0	""	1.051797437908192	0.5046106703292383	""	0	1
11	12	18	1.1920359524676294	0	0	""	""	""	""	0	0
11	12	19	5.2851984812608634	1	1	""	""	""	""	0	0
11	12	20	2.8269432898757256	0	0	""	""	""	""	0	0
11	12	21	3.063274249048555	0	0	""	""	""	""	0	0
11	12	22	3.055225876334852	0	0	""	""	""	""	0	0
11	12	23	2.627457578611329	0	0	""	""	""	""	0	0
11	12	24	1.1371894585628206	0	0	""	""	""	""	0	0
11	12	25	2.4510804519022305	0	0	""	""	""	""	0	0
11	13	1	1.7608305852569064	0	0	""	""	""	""	0	0
11	13	2	0.26520371415402255	0	0	""	""	""	""	0	0
11	13	3	0.9140619807304732	0	0	""	""	""	""	0	0
11	13	4	1.1431587767515543	0	0	""	""	""	""	0	0
11	13	5	1.5488659382844898	0	0	""	3.3580426665520235	0	""	0	1
11	13	6	1.9800416630460747	0	0	""	""	""	""	0	0
11	13	7	1.2282917542204612	0	0	""	3.1015186963730343	0	""	0	1
11	13	8	1.8662742081510788	0	0	""	2.3867130774455916	0	""	0	1
11	13	9	5.7001326114071205	1	1	""	""	""	""	0	0
11	13	10	1.9943038985091848	0	0	""	3.8703880268045623	0	""	0	1
11	13	11	0.38040134943288795	0	0	""	""	""	""	0	0
11	13	12	2.3014667499177985	0	0	""	""	""	""	0	0
11	13	13	3.4478571774168802	0	0	""	""	""	""	0	0
11	13	14	3.4200776953611487	0	0	""	""	""	""	0	0
11	13	15	0.5174123090603664	0	0	""	""	""	""	0	0
11	13	16	1.0635154835030778	0	0	""	""	""	""	0	0
11	13	17	1.0470849802495383	0	0	""	1.051797437908192	0	""	0	1
11	13	18	3.309273628300212	0	0	""	""	""	""	0	0
11	13	19	3.2172259272375863	0	0	""	""	""	""	0	0
11	13	20	1.5317950457854765	0	0	""	""	""	""	0	0
11	13	21	1.0181508390258471	0	0	""	""	""	""	0	0
11	13	22	1.488475135997125	0	0	""	""	""	""	0	0
11	13	23	1.029427339097022	0	0	""	""	""	""	0	0
11	13	24	0.7560178401727107	0	0	""	""	""	""	0	0
11	13	25	2.003371894952817	0	0	""	""	""	""	0	0
11	14	1	4.768055094115871	1	1	""	""	""	""	0	0
11	14	2	0.2928332448015076	0	0	""	""	""	""	0	0
11	14	3	3.1545533294620896	0	0	""	""	""	""	0	0
11	14	4	1.2844336125541909	0	0	""	""	""	""	0	0
11	14	5	1.8326838883967331	0	0	""	3.3580426665520235	0	""	0	1
11	14	6	2.052316432140251	0	0	""	""	""	""	0	0
11	14	7	1.7979027691290144	0	0	""	3.1015186963730343	0	""	0	1
11	14	8	2.2671864114639675	0	0	""	2.3867130774455916	0	""	0	1
11	14	9	2.981803484750041	0	0	""	""	""	""	0	0
11	14	10	2.6214963011921344	0	0	""	3.8703880268045623	0	""	0	1
11	14	11	0.4096062575476954	0	0	""	""	""	""	0	0
11	14	12	5.423702081207589	0	0	""	""	""	""	0	0
11	14	13	4.303279428167764	0	0	""	""	""	""	0	0
11	14	14	4.377499141315609	0	0	""	""	""	""	0	0
11	14	15	1.1493306433768866	0	0	""	""	""	""	0	0
11	14	16	1.2405444102926837	0	0	""	""	""	""	0	0
11	14	17	1.4257859702128584	0	0	""	1.051797437908192	0.37398853230466633	""	0	1
11	14	18	1.5944695846709744	0	0	""	""	""	""	0	0
11	14	19	2.896058970852171	0	0	""	""	""	""	0	0
11	14	20	2.422802439534259	0	0	""	""	""	""	0	0
11	14	21	1.6936453475935918	0	0	""	""	""	""	0	0
11	14	22	1.7718013304004083	0	0	""	""	""	""	0	0
11	14	23	1.5297456047806448	0	0	""	""	""	""	0	0
11	14	24	1.3303467861016123	0	0	""	""	""	""	0	0
11	14	25	1.6452713137095762	0	0	""	""	""	""	0	0
11	15	1	2.75975706497752	0	0	""	""	""	""	0	0
11	15	2	2.620905936836336	0	0	""	""	""	""	0	0
11	15	3	1.4366033307530848	0	0	""	""	""	""	0	0
11	15	4	1.9666445207653012	0	0	""	""	""	""	0	0
11	15	5	5.2555626296310365	0	0	""	3.3580426665520235	1.897519963079013	""	0	1
11	15	6	3.898562508171121	0	0	""	""	""	""	0	0
11	15	7	4.078908129682658	0	0	""	3.1015186963730343	0.9773894333096234	""	0	1
11	15	8	3.8484614269122126	0	0	""	2.3867130774455916	1.461748349466621	""	0	1
11	15	9	1.8516526712030419	0	0	""	""	""	""	0	0
11	15	10	4.853838265062656	0	0	""	3.8703880268045623	0.9834502382580936	""	0	1
11	15	11	2.3122742686329008	0	0	""	""	""	""	0	0
11	15	12	3.6039511490885427	0	0	""	""	""	""	0	0
11	15	13	3.3404850363824647	0	0	""	""	""	""	0	0
11	15	14	3.243348595603522	0	0	""	""	""	""	0	0
11	15	15	4.810750043714501	0	0	""	""	""	""	0	0
11	15	16	3.9855031502750493	0	0	""	""	""	""	0	0
11	15	17	2.2234019201199713	0	0	""	1.051797437908192	1.1716044822117793	""	0	1
11	15	18	1.1243394856228195	0	0	""	""	""	""	0	0
11	15	19	4.921194662589674	0	0	""	""	""	""	0	0
11	15	20	3.775544891317182	0	0	""	""	""	""	0	0
11	15	21	4.841057348042739	0	0	""	""	""	""	0	0
11	15	22	4.804906445128196	1	1	""	""	""	""	0	0
11	15	23	3.1984480396001485	0	0	""	""	""	""	0	0
11	15	24	2.0996998567339533	0	0	""	""	""	""	0	0
11	15	25	3.7828303145665267	0	0	""	""	""	""	0	0
11	16	1	3.1543851286339226	0	0	""	""	""	""	0	0
11	16	2	3.3031091585628034	0	0	""	""	""	""	0	0
11	16	3	2.721406685950039	0	0	""	""	""	""	0	0
11	16	4	1.4785176688259671	0	0	""	""	""	""	0	0
11	16	5	2.1838510682082903	0	0	""	3.3580426665520235	0	""	0	1
11	16	6	3.9329258391920865	0	0	""	""	""	""	0	0
11	16	7	2.0036450674068083	0	0	""	3.1015186963730343	0	""	0	1
11	16	8	3.32638037512372	0	0	""	2.3867130774455916	0.9396672976781284	""	0	1
11	16	9	3.0728586371974305	0	0	""	""	""	""	0	0
11	16	10	4.0555097159529465	0	0	""	3.8703880268045623	0.18512168914838423	""	0	1
11	16	11	0.6888013555195677	0	0	""	""	""	""	0	0
11	16	12	3.8013093586990445	0	0	""	""	""	""	0	0
11	16	13	3.2277209093878074	0	0	""	""	""	""	0	0
11	16	14	3.632771745868188	0	0	""	""	""	""	0	0
11	16	15	1.412423076874441	0	0	""	""	""	""	0	0
11	16	16	1.4774351249955702	0	0	""	""	""	""	0	0
11	16	17	1.5919231066577033	0	0	""	1.051797437908192	0.5401256687495113	""	0	1
11	16	18	2.390444198116953	0	0	""	""	""	""	0	0
11	16	19	4.146405675478796	0	0	""	""	""	""	0	0
11	16	20	3.065677523185032	0	0	""	""	""	""	0	0
11	16	21	1.9504353128866847	0	0	""	""	""	""	0	0
11	16	22	2.5838594640214616	0	0	""	""	""	""	0	0
11	16	23	2.867811729613301	0	0	""	""	""	""	0	0
11	16	24	1.1053029870575881	0	0	""	""	""	""	0	0
11	16	25	3.081589028216404	1	1	""	""	""	""	0	0
11	17	1	0.9628828120036947	0	0	""	""	""	""	0	0
11	17	2	0	0	0	""	""	""	""	0	0
11	17	3	1.8457071794443507	1	1	""	""	""	""	0	0
11	17	4	0.6479716148559167	0	0	""	""	""	""	0	0
11	17	5	0.6911386206062416	0	0	""	3.3580426665520235	0	""	0	1
11	17	6	0.6725368085125366	0	0	""	""	""	""	0	0
11	17	7	0.3311229174931781	0	0	""	3.1015186963730343	0	""	0	1
11	17	8	1.1178424783543304	0	0	""	2.3867130774455916	0	""	0	1
11	17	9	2.399389443633379	0	0	""	""	""	""	0	0
11	17	10	1.1738742680397871	0	0	""	3.8703880268045623	0	""	0	1
11	17	11	0.5221439786881795	0	0	""	""	""	""	0	0
11	17	12	0.9768758910742238	0	0	""	""	""	""	0	0
11	17	13	1.9042794928204712	0	0	""	""	""	""	0	0
11	17	14	2.7385345643362786	0	0	""	""	""	""	0	0
11	17	15	0.40897090415030085	0	0	""	""	""	""	0	0
11	17	16	1.8003402192236497	0	0	""	""	""	""	0	0
11	17	17	0.38336056649127653	0	0	""	1.051797437908192	0	""	0	1
11	17	18	2.5994063791425543	0	0	""	""	""	""	0	0
11	17	19	2.7647029669768557	0	0	""	""	""	""	0	0
11	17	20	1.1077010090240031	0	0	""	""	""	""	0	0
11	17	21	0.5822894725880758	0	0	""	""	""	""	0	0
11	17	22	0.9297492641242294	0	0	""	""	""	""	0	0
11	17	23	0.6852963034229965	0	0	""	""	""	""	0	0
11	17	24	1.3366584075240078	0	0	""	""	""	""	0	0
11	17	25	1.0656121719839922	0	0	""	""	""	""	0	0
11	18	1	1.119809287566493	0	0	""	""	""	""	0	0
11	18	2	0.2123457952067383	0	0	""	""	""	""	0	0
11	18	3	0.6101457135830077	0	0	""	""	""	""	0	0
